PRE_x_5_sig_First_SNC PRE_y_5_sig_First_SNC BRN_x_5_sig_First_SNC BRN_y_5_sig_First_SNC PST_x_5_sig_First_SNC PST_y_5_sig_First_SNC PRE_x_7.5_sig_Per_SNC PRE_y_7.5_sig_Per_SNC BRN_x_7.5_sig_Per_SNC BRN_y_7.5_sig_Per_SNC PST_x_7.5_sig_Per_SNC PST_y_7.5_sig_Per_SNC PRE_x_10_sig_Per_SNC PRE_y_10_sig_Per_SNC BRN_x_10_sig_Per_SNC BRN_y_10_sig_Per_SNC PST_x_10_sig_Per_SNC PST_y_10_sig_Per_SNC PRE_x_12.5_sig_Per_SNC PRE_y_12.5_sig_Per_SNC BRN_x_12.5_sig_Per_SNC BRN_y_12.5_sig_Per_SNC PST_x_12.5_sig_Per_SNC PST_y_12.5_sig_Per_SNC PRE_x_15_sig_Per_SNC PRE_y_15_sig_Per_SNC BRN_x_15_sig_Per_SNC BRN_y_15_sig_Per_SNC PST_x_15_sig_Per_SNC PST_y_15_sig_Per_SNC
1.025 5638702.224892033 1.025 2956743.2387604113 1.025 10653891.326955767 1.025 5638702.224892033 1.025 4100333.2004702343 1.025 11134312.295730656 1.025 5638702.224892033 1.025 4185117.032441951 1.025 11076348.265612062 1.025 5638702.224892033 1.025 4177848.7213771343 1.025 11021705.198830767 1.025 5638702.224892033 1.025 4337201.9540756345 1.025 11054405.62099393
1.075 5144048.955340985 1.075 3347395.7459917767 1.075 9985693.436625125 1.075 5144048.955340985 1.075 4516468.310674665 1.075 10496391.85273567 1.075 5144048.955340985 1.075 4614092.940278829 1.075 10442327.445535602 1.075 5144048.955340985 1.075 4615119.763075394 1.075 10389495.055421427 1.075 5144048.955340985 1.075 4784000.424685684 1.075 10417825.269768246
1.125 5275092.631449648 1.125 3572024.5377870053 1.125 9161815.036978161 1.125 5275092.631449648 1.125 4712354.975891459 1.125 9740238.808167215 1.125 5275092.631449648 1.125 4814095.338897655 1.125 9690398.355967352 1.125 5275092.631449648 1.125 4821725.637989318 1.125 9639557.448696472 1.125 5275092.631449648 1.125 4993681.641282694 1.125 9673212.005853677
1.175 5490611.659570644 1.175 3582618.1856691963 1.175 9481169.133280043 1.175 5490611.659570644 1.175 4670348.213527075 1.175 10037370.577403786 1.175 5490611.659570644 1.175 4771170.035664792 1.175 9986281.486123422 1.175 5490611.659570644 1.175 4774238.410303449 1.175 9932348.140316064 1.175 5490611.659570644 1.175 4944115.046527191 1.175 9963006.799691588
1.225 5386804.936649281 1.225 3678279.959831899 1.225 9662039.92212282 1.225 5386804.936649281 1.225 4725068.166700426 1.225 10244896.458279952 1.225 5386804.936649281 1.225 4826527.782816077 1.225 10193332.034092115 1.225 5386804.936649281 1.225 4835487.209803806 1.225 10138477.963773878 1.225 5386804.936649281 1.225 5005077.726356918 1.225 10151293.716415616
1.275 5046007.490978248 1.275 4021407.1554222736 1.275 9090500.227196913 1.275 5046007.490978248 1.275 5099005.861560664 1.275 9738305.587531572 1.275 5046007.490978248 1.275 5204644.0467834165 1.275 9687495.272798574 1.275 5046007.490978248 1.275 5220844.258360383 1.275 9637436.921349643 1.275 5046007.490978248 1.275 5405635.313974301 1.275 9645771.582311148
1.325 5304238.352330595 1.325 4403688.392624318 1.325 8037497.207870863 1.325 5304238.352330595 1.325 5580602.906756111 1.325 8570135.350614306 1.325 5304238.352330595 1.325 5696629.868806453 1.325 8523814.189025257 1.325 5304238.352330595 1.325 5725436.917225137 1.325 8482641.406621339 1.325 5304238.352330595 1.325 5929003.582826121 1.325 8497828.718723511
1.375 5265172.57060198 1.375 4413494.479609324 1.375 6891140.319133598 1.375 5265172.57060198 1.375 5604966.555701043 1.375 7434088.669930255 1.375 5265172.57060198 1.375 5723016.980421336 1.375 7393766.106904662 1.375 5265172.57060198 1.375 5761082.491109154 1.375 7360340.992043207 1.375 5265172.57060198 1.375 5966381.366383303 1.375 7380437.392512158
1.425 5257902.64658255 1.425 4317325.360998951 1.425 6337954.230194311 1.425 5257902.64658255 1.425 5521251.490000725 1.425 6760927.375553141 1.425 5257902.64658255 1.425 5640232.533787667 1.425 6725423.610007639 1.425 5257902.64658255 1.425 5680067.390364209 1.425 6693653.437949272 1.425 5257902.64658255 1.425 5883317.065475373 1.425 6713953.658697862
1.475 4964643.254992068 1.475 4508197.706417742 1.475 6911862.203284293 1.475 4964643.254992068 1.475 5798427.006118182 1.475 7341486.781551742 1.475 4964643.254992068 1.475 5925002.854563509 1.475 7304036.492323079 1.475 4964643.254992068 1.475 5975039.663037348 1.475 7265372.927512396 1.475 4964643.254992068 1.475 6190230.405489965 1.475 7290230.294412982
1.525 5240290.478072822 1.525 5009075.665000218 1.525 7397064.989280691 1.525 5240290.478072822 1.525 6469317.942755334 1.525 7800328.10453164 1.525 5240290.478072822 1.525 6609563.606924041 1.525 7761101.409076847 1.525 5240290.478072822 1.525 6672523.586985844 1.525 7718238.791911506 1.525 5240290.478072822 1.525 6912935.7487135 1.525 7748762.207151722
1.575 5291958.995671058 1.575 5350667.16054927 1.575 8372029.09960384 1.575 5291958.995671058 1.575 6833434.409008481 1.575 8807034.47883001 1.575 5291958.995671058 1.575 6981485.403299262 1.575 8762101.143965507 1.575 5291958.995671058 1.575 7053065.735482118 1.575 8714455.26139887 1.575 5291958.995671058 1.575 7307014.541651692 1.575 8764213.301337004
1.625 5573582.213287981 1.625 4992053.318775292 1.625 8997049.995701013 1.625 5573582.213287981 1.625 6355444.026883883 1.625 9476068.057915218 1.625 5573582.213287981 1.625 6487731.121569701 1.625 9426760.787554411 1.625 5573582.213287981 1.625 6558559.636706539 1.625 9378579.225207977 1.625 5573582.213287981 1.625 6793853.193608482 1.625 9432060.424448106
1.675 5845621.749029876 1.675 4421012.550327204 1.675 10015982.613723848 1.675 5845621.749029876 1.675 5643847.843641091 1.675 10559135.229708895 1.675 5845621.749029876 1.675 5759387.345328133 1.675 10504481.4686952 1.675 5845621.749029876 1.675 5820210.327962297 1.675 10453676.257394025 1.675 5845621.749029876 1.675 6031009.7509649 1.675 10496160.282621387
1.725 6026722.618187655 1.725 4381894.775289925 1.725 11512869.366466152 1.725 6026722.618187655 1.725 5512653.936295894 1.725 12089205.469534865 1.725 6026722.618187655 1.725 5630230.934688976 1.725 12028764.47660082 1.725 6026722.618187655 1.725 5687559.519191298 1.725 11970864.606232787 1.725 6026722.618187655 1.725 5893082.246611222 1.725 12034689.435387522
1.775 6001892.045371477 1.775 4494097.420451751 1.775 12107503.32876648 1.775 6001892.045371477 1.775 5666590.246982038 1.775 12665548.90690902 1.775 6001892.045371477 1.775 5789977.660832954 1.775 12602282.032136135 1.775 6001892.045371477 1.775 5847881.548358027 1.775 12539136.297669759 1.775 6001892.045371477 1.775 6056187.252234429 1.775 12596383.334609134
1.825 6125337.972059176 1.825 4269734.705488872 1.825 12341674.86077491 1.825 6125337.972059176 1.825 5359227.212002094 1.825 12953327.272178525 1.825 6125337.972059176 1.825 5474736.028179478 1.825 12886982.864071803 1.825 6125337.972059176 1.825 5526658.696646584 1.825 12818645.353465354 1.825 6125337.972059176 1.825 5724154.198440491 1.825 12871203.702500658
1.875 6357489.3505056 1.875 3598568.7351845596 1.875 11448275.638079919 1.875 6357489.3505056 1.875 4498400.273980292 1.875 12007176.587369423 1.875 6357489.3505056 1.875 4591013.015776655 1.875 11943816.824468372 1.875 6357489.3505056 1.875 4634911.446542784 1.875 11878745.635553949 1.875 6357489.3505056 1.875 4799874.054663951 1.875 11915659.399601445
1.925 6135540.422388767 1.925 3090808.0968710915 1.925 11099400.536784587 1.925 6135540.422388767 1.925 3918388.7784207202 1.925 11627602.627687272 1.925 6135540.422388767 1.925 3992264.6879715985 1.925 11565480.513177393 1.925 6135540.422388767 1.925 4026188.434256318 1.925 11504379.23257968 1.925 6135540.422388767 1.925 4169533.19981418 1.925 11540854.158971488
1.975 6075920.22875529 1.975 3062361.054907941 1.975 10208443.112265754 1.975 6075920.22875529 1.975 3912723.1646715486 1.975 10674645.912401803 1.975 6075920.22875529 1.975 3985218.4598546424 1.975 10618879.98232637 1.975 6075920.22875529 1.975 4014611.8964934703 1.975 10564926.280145453 1.975 6075920.22875529 1.975 4156201.63251105 1.975 10594749.239108356
2.025 5606488.926288392 2.025 3264985.7168438393 2.025 10970702.117133364 2.025 5606488.926288392 2.025 4180720.711528727 2.025 11383262.232501158 2.025 5606488.926288392 2.025 4261600.583567289 2.025 11326250.45833322 2.025 5606488.926288392 2.025 4286913.726866701 2.025 11270618.37613332 2.025 5606488.926288392 2.025 4437838.741569669 2.025 11284835.80767498
2.075 5376925.202118568 2.075 3109566.3130903603 2.075 10954747.022722438 2.075 5376925.202118568 2.075 4038687.4649698655 2.075 11364167.98624576 2.075 5376925.202118568 2.075 4114635.6277585644 2.075 11308384.81422884 2.075 5376925.202118568 2.075 4133344.6983368215 2.075 11252962.187307525 2.075 5376925.202118568 2.075 4279138.770628838 2.075 11258980.586564565
2.125 5644963.6160864 2.125 2777825.5887548244 2.125 12247312.805457756 2.125 5644963.6160864 2.125 3587469.856297592 2.125 12684824.307889825 2.125 5644963.6160864 2.125 3652069.6879355763 2.125 12621081.455414718 2.125 5644963.6160864 2.125 3661580.4761170633 2.125 12556267.212334702 2.125 5644963.6160864 2.125 3791367.7238552407 2.125 12558870.90970134
2.175 5474464.985092846 2.175 2733243.1944238963 2.175 13336117.716041323 2.175 5474464.985092846 2.175 3487318.9991666507 2.175 13810264.507791467 2.175 5474464.985092846 2.175 3554432.7731327564 2.175 13738208.970078329 2.175 5474464.985092846 2.175 3564666.4276587274 2.175 13665205.504507165 2.175 5474464.985092846 2.175 3692988.212455164 2.175 13666238.290358832
2.225 5964456.485474926 2.225 2909406.893574867 2.225 13072646.709375488 2.225 5964456.485474926 2.225 3698500.8170907833 2.225 13530537.785973731 2.225 5964456.485474926 2.225 3767689.66374743 2.225 13458630.409168059 2.225 5964456.485474926 2.225 3782059.7567347907 2.225 13387093.87726071 2.225 5964456.485474926 2.225 3920702.251907875 2.225 13391387.661635632
2.275 5792199.121590824 2.275 3185825.253857234 2.275 15657929.457675371 2.275 5792199.121590824 2.275 3986829.680236134 2.275 16198415.406991879 2.275 5792199.121590824 2.275 4066885.868458929 2.275 16113225.524287237 2.275 5792199.121590824 2.275 4084988.719024182 2.275 16029560.338272808 2.275 5792199.121590824 2.275 4235179.859470201 2.275 16036240.125310678
2.325 5624027.356714947 2.325 3275881.89667931 2.325 15018071.811768742 2.325 5624027.356714947 2.325 4102740.966453167 2.325 15537089.114970341 2.325 5624027.356714947 2.325 4188839.2947523003 2.325 15456521.277599497 2.325 5624027.356714947 2.325 4207131.024473028 2.325 15378242.454754012 2.325 5624027.356714947 2.325 4364694.694592699 2.325 15395032.085698614
2.375 5598105.757408105 2.375 3522319.8109578504 2.375 14910147.336977119 2.375 5598105.757408105 2.375 4448351.993416301 2.375 15394730.578707539 2.375 5598105.757408105 2.375 4542861.237444866 2.375 15315191.032326184 2.375 5598105.757408105 2.375 4562720.893989524 2.375 15238257.142824411 2.375 5598105.757408105 2.375 4734899.179266835 2.375 15261494.912114935
2.4250000000000003 5651438.010766704 2.4250000000000003 3952192.5224349024 2.4250000000000003 15393061.18080664 2.4250000000000003 5651438.010766704 2.4250000000000003 4914797.300313073 2.4250000000000003 15957529.23764419 2.4250000000000003 5651438.010766704 2.4250000000000003 5016089.900697657 2.4250000000000003 15874960.878853645 2.4250000000000003 5651438.010766704 2.4250000000000003 5046819.776715275 2.4250000000000003 15794199.493394831 2.4250000000000003 5651438.010766704 2.4250000000000003 5235912.738831629 2.4250000000000003 15832769.19451017
2.475 5386740.066730301 2.475 4223812.645543399 2.475 15735673.034930065 2.475 5386740.066730301 2.475 5322196.89619777 2.475 16307184.439507503 2.475 5386740.066730301 2.475 5433887.196806959 2.475 16221811.690274257 2.475 5386740.066730301 2.475 5474837.346108489 2.475 16137427.632047052 2.475 5386740.066730301 2.475 5677307.825525986 2.475 16173787.108203849
2.525 5243876.477589228 2.525 4336774.670999828 2.525 16572250.725867372 2.525 5243876.477589228 2.525 5490379.600133431 2.525 17209379.058042612 2.525 5243876.477589228 2.525 5605212.740059442 2.525 17117592.417844206 2.525 5243876.477589228 2.525 5654446.447842161 2.525 17026274.74721205 2.525 5243876.477589228 2.525 5861705.673218673 2.525 17062423.7798808
2.575 5325814.520436006 2.575 4133528.3969851057 2.575 15175200.967522593 2.575 5325814.520436006 2.575 5194138.188359387 2.575 15837478.97653217 2.575 5325814.520436006 2.575 5300327.002156891 2.575 15753405.262528982 2.575 5325814.520436006 2.575 5349335.39418989 2.575 15669789.862668106 2.575 5325814.520436006 2.575 5542990.769626396 2.575 15720113.41554793
2.625 5290269.66546656 2.625 4001373.026988994 2.625 16179517.759839626 2.625 5290269.66546656 2.625 5027856.740293858 2.625 16860681.8466728 2.625 5290269.66546656 2.625 5136645.058128801 2.625 16772538.151131116 2.625 5290269.66546656 2.625 5182533.382251278 2.625 16686549.719074823 2.625 5290269.66546656 2.625 5368320.047898713 2.625 16731628.336318634
2.6750000000000003 5207175.457649928 2.6750000000000003 4116185.6852926193 2.6750000000000003 15933059.920521902 2.6750000000000003 5207175.457649928 2.6750000000000003 5235142.481703413 2.6750000000000003 16641955.484084146 2.6750000000000003 5207175.457649928 2.6750000000000003 5346932.569015845 2.6750000000000003 16555952.363798222 2.6750000000000003 5207175.457649928 2.6750000000000003 5395627.522437079 2.6750000000000003 16472807.5016888 2.6750000000000003 5207175.457649928 2.6750000000000003 5587530.712784529 2.6750000000000003 16511586.807037804
2.725 5411751.115515115 2.725 4248501.770323816 2.725 14215860.524413276 2.725 5411751.115515115 2.725 5291085.023308457 2.725 14960441.503903162 2.725 5411751.115515115 2.725 5404323.009835133 2.725 14882969.08221227 2.725 5411751.115515115 2.725 5455717.520395713 2.725 14809022.460659621 2.725 5411751.115515115 2.725 5650712.527297993 2.725 14831380.458350567
2.775 5242247.244549311 2.775 4431996.873396837 2.775 15041238.717245137 2.775 5242247.244549311 2.775 5561057.523900817 2.775 15826759.10385803 2.775 5242247.244549311 2.775 5684093.033957687 2.775 15743645.851106465 2.775 5242247.244549311 2.775 5742198.229903184 2.775 15664119.281477196 2.775 5242247.244549311 2.775 5945568.225298474 2.775 15688732.892027138
2.825 4854234.882503822 2.825 4765644.208532722 2.825 15686113.780278591 2.825 4854234.882503822 2.825 6068168.447175174 2.825 16445577.876207707 2.825 4854234.882503822 2.825 6201871.819634725 2.825 16358460.6054112 2.825 4854234.882503822 2.825 6269726.345722381 2.825 16271576.3444451 2.825 4854234.882503822 2.825 6493623.373271301 2.825 16291137.914176516
2.875 4564100.622151814 2.875 5123406.6787712565 2.875 15908237.159432387 2.875 4564100.622151814 2.875 6474076.162120927 2.875 16675770.181918435 2.875 4564100.622151814 2.875 6617492.608421978 2.875 16587905.968908966 2.875 4564100.622151814 2.875 6692253.9653409505 2.875 16498028.71815239 2.875 4564100.622151814 2.875 6932972.607347199 2.875 16508700.742595855
2.9250000000000003 4771565.821621778 2.9250000000000003 5127017.825052354 2.9250000000000003 15542069.685825672 2.9250000000000003 4771565.821621778 2.9250000000000003 6529544.181043986 2.9250000000000003 16313279.744467093 2.9250000000000003 4771565.821621778 2.9250000000000003 6675228.73396665 2.9250000000000003 16229897.26364103 2.9250000000000003 4771565.821621778 2.9250000000000003 6751185.906546051 2.9250000000000003 16143175.138219906 2.9250000000000003 4771565.821621778 2.9250000000000003 6998809.5641114125 2.9250000000000003 16144929.703069232
2.975 4709803.086709519 2.975 4999526.341436706 2.975 16088471.55508794 2.975 4709803.086709519 2.975 6483155.310975689 2.975 16798526.568540744 2.975 4709803.086709519 2.975 6627761.545441999 2.975 16713614.596029365 2.975 4709803.086709519 2.975 6702673.400340118 2.975 16627176.350141577 2.975 4709803.086709519 2.975 6950558.517521141 2.975 16627540.909220673
3.025 4940367.375028431 3.025 5343504.743543276 3.025 16536651.088837268 3.025 4940367.375028431 3.025 6881692.295073371 3.025 17256146.775234327 3.025 4940367.375028431 3.025 7032313.902639248 3.025 17168049.107545514 3.025 4940367.375028431 3.025 7111622.82269333 3.025 17082599.659881465 3.025 4940367.375028431 3.025 7376935.4835300855 3.025 17082474.248930503
3.075 4946117.386701818 3.075 6326868.591960218 3.075 15799459.283314215 3.075 4946117.386701818 3.075 8097906.778810867 3.075 16404742.852110216 3.075 4946117.386701818 3.075 8272786.339988333 3.075 16318913.964970157 3.075 4946117.386701818 3.075 8366131.000697853 3.075 16238524.362148201 3.075 4946117.386701818 3.075 8681118.299303886 3.075 16240763.898849776
3.125 5199668.546309692 3.125 7010930.357149494 3.125 15697741.506466974 3.125 5199668.546309692 3.125 8963332.757460233 3.125 16266086.782762233 3.125 5199668.546309692 3.125 9160293.491205547 3.125 16179957.503303627 3.125 5199668.546309692 3.125 9263362.80679983 3.125 16097583.695076007 3.125 5199668.546309692 3.125 9609287.45793028 3.125 16103566.789166775
