BRNSNC brn_ts_0_sig brn_id_0_sig brn_ts_3_sig brn_id_3_sig brn_ts_5_sig brn_id_5_sig brn_ts_8_sig brn_id_8_sig brn_ts_10_sig brn_id_10_sig brn_ts_15_sig brn_id_15_sig brn_ts_20_sig brn_id_20_sig brn_ts_25_sig brn_id_25_sig brn_ts_30_sig brn_id_30_sig brn_ts_35_sig brn_id_35_sig brn_ts_+0C brn_id_+0C brn_ts_+2C brn_id_+2C brn_ts_+4C brn_id_+4C brn_ts_+6C brn_id_+6C brn_ts_+8C brn_id_+8C brn_ts_+10C brn_id_+10C brn_ts_+12.5C brn_id_+12.5C brn_ts_+15C brn_id_+15C brn_ts_+17.5C brn_id_+17.5C brn_ts_+20C brn_id_+20C
B08B2 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
B08B3 "2018-05-09 12:49:29.600" 18002.0 "2018-05-09 12:49:37.500" 18081.0 "2018-05-09 12:52:42.700" 19933.0 "2018-05-09 12:52:44.700" 19953.0 "2018-05-09 12:52:44.700" 19953.0 "2018-05-09 12:52:44.800" 19954.0 "2018-05-09 12:52:44.800" 19954.0 "2018-05-09 12:52:44.900" 19955.0 "2018-05-09 12:53:00.700" 20113.0 "2018-05-09 12:53:00.700" 20113.0 "2018-05-09 12:49:29.600" 18002.0 "2018-05-09 12:49:37.000" 18076.0 "2018-05-09 12:50:02.600" 18332.0 "2018-05-09 12:52:42.700" 19933.0 "2018-05-09 12:52:42.800" 19934.0 "2018-05-09 12:52:44.700" 19953.0 "2018-05-09 12:52:44.700" 19953.0 "2018-05-09 12:52:44.700" 19953.0 "2018-05-09 12:52:44.800" 19954.0 "2018-05-09 12:52:44.800" 19954.0
B08B4 "2018-05-09 12:49:29.900" 18005.0 "2018-05-09 12:49:35.600" 18062.0 "2018-05-09 12:52:27.600" 19782.0 "2018-05-09 12:52:27.600" 19782.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.500" 19811.0 "2018-05-09 12:52:30.500" 19811.0 "2018-05-09 12:53:19.300" 20299.0 "2018-05-09 12:53:19.300" 20299.0 "2018-05-09 12:49:29.900" 18005.0 "2018-05-09 12:49:35.400" 18060.0 "2018-05-09 12:52:27.600" 19782.0 "2018-05-09 12:52:27.600" 19782.0 "2018-05-09 12:52:27.600" 19782.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.400" 19810.0 "2018-05-09 12:52:30.400" 19810.0
B08C1 "2018-05-09 12:49:30.300" 18009.0 "2018-05-09 12:49:52.700" 18233.0 "2018-05-09 12:53:10.000" 20206.0 "2018-05-09 12:53:12.900" 20235.0 "2018-05-09 12:53:12.900" 20235.0 "2018-05-09 12:53:15.200" 20258.0 "2018-05-09 12:57:45.100" 22957.0 "2018-05-09 12:57:45.100" 22957.0 "2018-05-09 12:57:56.000" 23066.0 "2018-05-09 12:57:56.300" 23069.0 "2018-05-09 12:49:30.300" 18009.0 "2018-05-09 12:49:39.200" 18098.0 "2018-05-09 12:50:05.900" 18365.0 "2018-05-09 12:53:10.000" 20206.0 "2018-05-09 12:53:12.000" 20226.0 "2018-05-09 12:53:12.900" 20235.0 "2018-05-09 12:53:12.900" 20235.0 "2018-05-09 12:53:14.900" 20255.0 "2018-05-09 12:53:15.100" 20257.0 "2018-05-09 12:53:15.200" 20258.0
B08C2 "2018-05-09 12:49:30.300" 18009.0 "2018-05-09 12:49:39.300" 18099.0 "2018-05-09 12:52:56.900" 20075.0 "2018-05-09 12:53:06.200" 20168.0 "2018-05-09 12:53:06.200" 20168.0 "2018-05-09 12:53:07.100" 20177.0 "2018-05-09 12:53:07.300" 20179.0 "2018-05-09 12:53:10.900" 20215.0 "2018-05-09 12:53:10.900" 20215.0 "2018-05-09 12:53:10.900" 20215.0 "2018-05-09 12:49:30.300" 18009.0 "2018-05-09 12:49:38.900" 18095.0 "2018-05-09 12:50:43.800" 18744.0 "2018-05-09 12:52:56.900" 20075.0 "2018-05-09 12:52:56.900" 20075.0 "2018-05-09 12:53:06.200" 20168.0 "2018-05-09 12:53:06.200" 20168.0 "2018-05-09 12:53:07.100" 20177.0 "2018-05-09 12:53:07.200" 20178.0 "2018-05-09 12:53:07.300" 20179.0
B08C3 "2018-05-09 12:49:31.200" 18018.0 "2018-05-09 12:49:55.900" 18265.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.400" 20040.0 "2018-05-09 12:52:55.400" 20060.0 "2018-05-09 12:52:58.500" 20091.0 "2018-05-09 12:52:58.500" 20091.0 "2018-05-09 12:49:31.200" 18018.0 "2018-05-09 12:49:35.200" 18058.0 "2018-05-09 12:50:02.700" 18333.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.200" 20038.0 "2018-05-09 12:52:53.400" 20040.0
B08C4 "2018-05-09 12:49:29.600" 18002.0 "2018-05-09 12:50:02.500" 18331.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:49:29.600" 18002.0 "2018-05-09 12:49:34.500" 18051.0 "2018-05-09 12:50:04.000" 18346.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:51.000" 20016.0 "2018-05-09 12:52:51.200" 20018.0 "2018-05-09 12:52:51.300" 20019.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0
B08D1 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:53.800" 18244.0 "2018-05-09 12:52:58.700" 20093.0 "2018-05-09 12:52:58.800" 20094.0 "2018-05-09 12:52:58.800" 20094.0 "2018-05-09 12:53:08.500" 20191.0 "2018-05-09 12:53:11.900" 20225.0 "2018-05-09 12:57:43.700" 22943.0 "2018-05-09 12:57:50.400" 23010.0 "2018-05-09 12:57:50.400" 23010.0 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:40.700" 18113.0 "2018-05-09 12:52:58.700" 20093.0 "2018-05-09 12:52:58.700" 20093.0 "2018-05-09 12:52:58.800" 20094.0 "2018-05-09 12:52:58.800" 20094.0 "2018-05-09 12:52:58.900" 20095.0 "2018-05-09 12:53:08.500" 20191.0 "2018-05-09 12:53:08.500" 20191.0 "2018-05-09 12:53:11.900" 20225.0
B08D2 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:54.800" 18254.0 "2018-05-09 12:52:54.600" 20052.0 "2018-05-09 12:52:54.600" 20052.0 "2018-05-09 12:52:56.100" 20067.0 "2018-05-09 12:52:57.100" 20077.0 "2018-05-09 12:53:03.100" 20137.0 "2018-05-09 12:53:03.300" 20139.0 "2018-05-09 12:53:03.300" 20139.0 "2018-05-09 12:53:03.300" 20139.0 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:39.200" 18098.0 "2018-05-09 12:52:54.600" 20052.0 "2018-05-09 12:52:54.600" 20052.0 "2018-05-09 12:52:56.100" 20067.0 "2018-05-09 12:52:56.100" 20067.0 "2018-05-09 12:52:56.100" 20067.0 "2018-05-09 12:52:57.100" 20077.0 "2018-05-09 12:52:57.100" 20077.0 "2018-05-09 12:53:03.100" 20137.0
B08D3 "2018-05-09 12:49:29.700" 18003.0 "2018-05-09 12:49:55.100" 18257.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:53:17.100" 20277.0 "2018-05-09 12:53:17.200" 20278.0 "2018-05-09 12:49:29.700" 18003.0 "2018-05-09 12:49:36.200" 18068.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:52.800" 20034.0 "2018-05-09 12:52:53.300" 20039.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0 "2018-05-09 12:52:59.400" 20100.0
B08D4 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:35.000" 18056.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.100" 20297.0 "2018-05-09 12:53:19.100" 20297.0 "2018-05-09 12:53:19.100" 20297.0 "2018-05-09 12:49:29.400" 18000.0 "2018-05-09 12:49:34.200" 18048.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0 "2018-05-09 12:53:19.000" 20296.0
B09A1 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:13.400" 20070.0 "2018-05-10 10:48:53.000" 23466.0 "2018-05-10 10:53:32.600" 26262.0 "2018-05-10 10:53:32.600" 26262.0 "2018-05-10 10:53:32.700" 26263.0 "2018-05-10 10:53:32.700" 26263.0 "2018-05-10 10:53:43.200" 26368.0 "2018-05-10 10:53:44.900" 26385.0 "2018-05-10 10:53:44.900" 26385.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:13.300" 20069.0 "2018-05-10 10:48:53.000" 23466.0 "2018-05-10 10:53:32.500" 26261.0 "2018-05-10 10:53:32.600" 26262.0 "2018-05-10 10:53:32.600" 26262.0 "2018-05-10 10:53:32.700" 26263.0 "2018-05-10 10:53:32.700" 26263.0 "2018-05-10 10:53:32.900" 26265.0 "2018-05-10 10:53:38.800" 26324.0
B09A2 "2018-05-10 10:43:08.900" 20025.0 "2018-05-10 10:45:19.600" 21332.0 "2018-05-10 10:51:59.800" 25334.0 "2018-05-10 10:53:30.000" 26236.0 "2018-05-10 10:53:30.000" 26236.0 "2018-05-10 10:53:31.000" 26246.0 "2018-05-10 10:53:33.200" 26268.0 "2018-05-10 10:54:03.400" 26570.0 "2018-05-10 10:54:04.600" 26582.0 "2018-05-10 10:54:04.600" 26582.0 "2018-05-10 10:43:08.900" 20025.0 "2018-05-10 10:43:25.100" 20187.0 "2018-05-10 10:51:59.800" 25334.0 "2018-05-10 10:53:30.000" 26236.0 "2018-05-10 10:53:30.000" 26236.0 "2018-05-10 10:53:31.000" 26246.0 "2018-05-10 10:53:31.000" 26246.0 "2018-05-10 10:53:31.100" 26247.0 "2018-05-10 10:53:33.200" 26268.0 "2018-05-10 10:54:03.300" 26569.0
B09A3 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:16.800" 20104.0 "2018-05-10 10:51:38.500" 25121.0 "2018-05-10 10:53:30.900" 26245.0 "2018-05-10 10:53:30.900" 26245.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:32.500" 26261.0 "2018-05-10 10:53:41.500" 26351.0 "2018-05-10 10:53:42.900" 26365.0 "2018-05-10 10:54:11.600" 26652.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:16.700" 20103.0 "2018-05-10 10:51:38.500" 25121.0 "2018-05-10 10:53:30.900" 26245.0 "2018-05-10 10:53:30.900" 26245.0 "2018-05-10 10:53:31.100" 26247.0 "2018-05-10 10:53:32.500" 26261.0 "2018-05-10 10:53:32.500" 26261.0 "2018-05-10 10:53:41.500" 26351.0 "2018-05-10 10:53:42.900" 26365.0
B09A4 "2018-05-10 10:43:09.000" 20026.0 "2018-05-10 10:43:14.700" 20083.0 "2018-05-10 10:51:26.200" 24998.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.600" 26232.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:38.100" 26317.0 "2018-05-10 10:53:38.100" 26317.0 "2018-05-10 10:43:09.000" 20026.0 "2018-05-10 10:43:14.400" 20080.0 "2018-05-10 10:51:26.200" 24998.0 "2018-05-10 10:53:29.300" 26229.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.600" 26232.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:33.100" 26267.0
B09B1 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:22.100" 20157.0 "2018-05-10 10:51:29.300" 25029.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:34.200" 26278.0 "2018-05-10 10:53:34.200" 26278.0 "2018-05-10 10:53:45.000" 26386.0 "2018-05-10 10:54:23.800" 26774.0 "2018-05-10 10:54:23.800" 26774.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:19.500" 20131.0 "2018-05-10 10:51:29.300" 25029.0 "2018-05-10 10:53:33.000" 26266.0 "2018-05-10 10:53:33.100" 26267.0 "2018-05-10 10:53:33.300" 26269.0 "2018-05-10 10:53:34.200" 26278.0 "2018-05-10 10:53:34.200" 26278.0 "2018-05-10 10:53:34.200" 26278.0 "2018-05-10 10:53:45.000" 26386.0
B09B2 "2018-05-10 10:43:06.500" 20001.0 "2018-05-10 10:43:23.800" 20174.0 "2018-05-10 10:51:27.700" 25013.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:33.200" 26268.0 "2018-05-10 10:53:42.200" 26358.0 "2018-05-10 10:53:43.900" 26375.0 "2018-05-10 10:54:19.600" 26732.0 "2018-05-10 10:54:19.600" 26732.0 "2018-05-10 10:43:06.500" 20001.0 "2018-05-10 10:43:23.400" 20170.0 "2018-05-10 10:51:27.700" 25013.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:33.200" 26268.0 "2018-05-10 10:53:39.800" 26334.0 "2018-05-10 10:53:42.400" 26360.0 "2018-05-10 10:53:43.900" 26375.0
B09B3 "2018-05-10 10:43:07.000" 20006.0 "2018-05-10 10:43:22.800" 20164.0 "2018-05-10 10:52:01.700" 25353.0 "2018-05-10 10:53:30.600" 26242.0 "2018-05-10 10:53:31.200" 26248.0 "2018-05-10 10:53:33.500" 26271.0 "2018-05-10 10:53:37.900" 26315.0 "2018-05-10 10:53:40.100" 26337.0 "2018-05-10 10:53:40.200" 26338.0 "2018-05-10 10:53:40.900" 26345.0 "2018-05-10 10:43:07.000" 20006.0 "2018-05-10 10:43:22.400" 20160.0 "2018-05-10 10:52:01.700" 25353.0 "2018-05-10 10:53:30.500" 26241.0 "2018-05-10 10:53:31.200" 26248.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:33.500" 26271.0 "2018-05-10 10:53:35.000" 26286.0 "2018-05-10 10:53:37.900" 26315.0 "2018-05-10 10:53:40.100" 26337.0
B09B4 "2018-05-10 10:43:06.800" 20004.0 "2018-05-10 10:45:15.800" 21294.0 "2018-05-10 10:52:22.400" 25560.0 "2018-05-10 10:53:31.600" 26252.0 "2018-05-10 10:53:31.600" 26252.0 "2018-05-10 10:53:32.700" 26263.0 "2018-05-10 10:53:33.700" 26273.0 "2018-05-10 10:53:33.800" 26274.0 "2018-05-10 10:54:05.500" 26591.0 "2018-05-10 10:54:05.500" 26591.0 "2018-05-10 10:43:06.800" 20004.0 "2018-05-10 10:43:25.900" 20195.0 "2018-05-10 10:52:22.400" 25560.0 "2018-05-10 10:53:31.600" 26252.0 "2018-05-10 10:53:31.600" 26252.0 "2018-05-10 10:53:31.700" 26253.0 "2018-05-10 10:53:32.800" 26264.0 "2018-05-10 10:53:33.700" 26273.0 "2018-05-10 10:53:33.700" 26273.0 "2018-05-10 10:53:33.800" 26274.0
B09C1 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:45:24.600" 21382.0 "2018-05-10 10:53:43.200" 26368.0 "2018-05-10 10:53:43.400" 26370.0 "2018-05-10 10:53:52.500" 26461.0 "2018-05-10 10:53:52.600" 26462.0 "2018-05-10 10:53:52.600" 26462.0 "2018-05-10 10:53:57.900" 26515.0 "2018-05-10 10:53:57.900" 26515.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:45:24.600" 21382.0 "2018-05-10 10:53:43.200" 26368.0 "2018-05-10 10:53:43.400" 26370.0 "2018-05-10 10:53:43.400" 26370.0 "2018-05-10 10:53:52.500" 26461.0 "2018-05-10 10:53:52.600" 26462.0 "2018-05-10 10:53:52.600" 26462.0 "2018-05-10 10:53:52.600" 26462.0
B09C2 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.800" 20004.0 "2018-05-10 10:51:28.600" 25022.0 "2018-05-10 10:53:26.800" 26204.0 "2018-05-10 10:53:26.900" 26205.0 "2018-05-10 10:53:47.200" 26408.0 "2018-05-10 10:53:47.200" 26408.0 "2018-05-10 10:53:48.600" 26422.0 "2018-05-10 10:53:48.600" 26422.0 "2018-05-10 10:53:48.600" 26422.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.700" 20003.0 "2018-05-10 10:51:28.600" 25022.0 "2018-05-10 10:53:26.800" 26204.0 "2018-05-10 10:53:26.900" 26205.0 "2018-05-10 10:53:30.000" 26236.0 "2018-05-10 10:53:47.200" 26408.0 "2018-05-10 10:53:47.200" 26408.0 "2018-05-10 10:53:47.200" 26408.0 "2018-05-10 10:53:48.600" 26422.0
B09C3 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:17.600" 20112.0 "2018-05-10 10:51:30.300" 25039.0 "2018-05-10 10:53:26.000" 26196.0 "2018-05-10 10:53:26.000" 26196.0 "2018-05-10 10:53:26.200" 26198.0 "2018-05-10 10:53:26.200" 26198.0 "2018-05-10 10:53:26.500" 26201.0 "2018-05-10 10:53:43.600" 26372.0 "2018-05-10 10:53:43.600" 26372.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:07.800" 20014.0 "2018-05-10 10:51:30.300" 25039.0 "2018-05-10 10:53:26.000" 26196.0 "2018-05-10 10:53:26.000" 26196.0 "2018-05-10 10:53:26.100" 26197.0 "2018-05-10 10:53:26.200" 26198.0 "2018-05-10 10:53:26.200" 26198.0 "2018-05-10 10:53:26.200" 26198.0 "2018-05-10 10:53:26.500" 26201.0
B09C4 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:10.000" 20036.0 "2018-05-10 10:43:17.500" 20111.0 "2018-05-10 10:53:24.200" 26178.0 "2018-05-10 10:53:25.600" 26192.0 "2018-05-10 10:53:25.600" 26192.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:39.800" 26334.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:09.400" 20030.0 "2018-05-10 10:43:17.500" 20111.0 "2018-05-10 10:53:24.200" 26178.0 "2018-05-10 10:53:25.600" 26192.0 "2018-05-10 10:53:25.600" 26192.0 "2018-05-10 10:53:25.600" 26192.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:31.400" 26250.0 "2018-05-10 10:53:31.400" 26250.0
B09D1 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:45:03.100" 21167.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:45:03.100" 21167.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
B09D2 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:48:10.800" 23044.0 "2018-05-10 10:53:22.700" 26163.0 "2018-05-10 10:53:22.700" 26163.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:48:10.800" 23044.0 "2018-05-10 10:51:31.100" 25047.0 "2018-05-10 10:53:22.700" 26163.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
B09D3 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:51:30.200" 25038.0 "2018-05-10 10:53:22.200" 26158.0 "2018-05-10 10:53:22.200" 26158.0 "2018-05-10 10:53:22.500" 26161.0 "2018-05-10 10:53:22.700" 26163.0 NaN NaN NaN NaN NaN NaN "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:51:30.200" 25038.0 "2018-05-10 10:53:22.200" 26158.0 "2018-05-10 10:53:22.200" 26158.0 "2018-05-10 10:53:22.500" 26161.0 "2018-05-10 10:53:22.500" 26161.0 "2018-05-10 10:53:22.700" 26163.0 "2018-05-10 10:53:22.700" 26163.0 NaN NaN
B09D4 "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:08.400" 20020.0 "2018-05-10 10:44:32.600" 20862.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:50.300" 26439.0 "2018-05-10 10:53:50.300" 26439.0 "2018-05-10 10:53:50.400" 26440.0 "2018-05-10 10:53:59.900" 26535.0 NaN NaN "2018-05-10 10:43:06.400" 20000.0 "2018-05-10 10:43:08.300" 20019.0 "2018-05-10 10:44:32.600" 20862.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:29.400" 26230.0 "2018-05-10 10:53:50.300" 26439.0 "2018-05-10 10:53:50.300" 26439.0 "2018-05-10 10:53:50.300" 26439.0 "2018-05-10 10:53:50.400" 26440.0
B11A1 "2018-05-11 09:41:21.100" 30004.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.600" 30729.0 "2018-05-11 09:42:33.700" 30730.0 "2018-05-11 09:42:33.700" 30730.0 "2018-05-11 09:42:33.700" 30730.0 "2018-05-11 09:41:21.100" 30004.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.300" 30726.0 "2018-05-11 09:42:33.600" 30729.0 "2018-05-11 09:42:33.700" 30730.0 "2018-05-11 09:42:33.700" 30730.0 "2018-05-11 09:43:24.500" 31238.0 "2018-05-11 09:43:24.800" 31241.0 "2018-05-11 09:43:25.000" 31243.0
B11A2 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:22.200" 30615.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.100" 30684.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:29.200" 30685.0 "2018-05-11 09:42:57.300" 30966.0 "2018-05-11 09:42:57.300" 30966.0
B11A3 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:36.100" 30754.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:37.400" 30767.0 "2018-05-11 09:42:37.500" 30768.0 "2018-05-11 09:42:37.500" 30768.0 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:36.200" 30755.0 "2018-05-11 09:42:37.400" 30767.0 "2018-05-11 09:42:37.400" 30767.0 "2018-05-11 09:42:37.500" 30768.0 "2018-05-11 09:42:37.500" 30768.0 "2018-05-11 09:43:04.900" 31042.0 "2018-05-11 09:43:04.900" 31042.0
B11A4 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:20.500" 30598.0 "2018-05-11 09:42:28.700" 30680.0 "2018-05-11 09:42:28.700" 30680.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:41:20.700" 30000.0 "2018-05-11 09:42:28.700" 30680.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0 "2018-05-11 09:42:28.800" 30681.0
B11B1 "2018-05-11 09:41:26.400" 30057.0 "2018-05-11 09:43:07.500" 31068.0 "2018-05-11 09:43:26.800" 31261.0 "2018-05-11 09:43:27.100" 31264.0 "2018-05-11 09:43:27.100" 31264.0 "2018-05-11 09:43:27.100" 31264.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:41:26.400" 30057.0 "2018-05-11 09:43:26.800" 31261.0 "2018-05-11 09:43:27.100" 31264.0 "2018-05-11 09:43:27.100" 31264.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0 "2018-05-11 09:43:27.400" 31267.0
