PRE_x_5_sig_First_SNC PRE_y_5_sig_First_SNC PRE_x_7.5_sig_Per_SNC PRE_y_7.5_sig_Per_SNC PRE_x_10_sig_Per_SNC PRE_y_10_sig_Per_SNC PRE_x_12.5_sig_Per_SNC PRE_y_12.5_sig_Per_SNC PRE_x_15_sig_Per_SNC PRE_y_15_sig_Per_SNC BRN_x_5_sig_First_SNC BRN_y_5_sig_First_SNC BRN_x_7.5_sig_Per_SNC BRN_y_7.5_sig_Per_SNC BRN_x_10_sig_Per_SNC BRN_y_10_sig_Per_SNC BRN_x_12.5_sig_Per_SNC BRN_y_12.5_sig_Per_SNC BRN_x_15_sig_Per_SNC BRN_y_15_sig_Per_SNC PST_x_5_sig_First_SNC PST_y_5_sig_First_SNC PST_x_7.5_sig_Per_SNC PST_y_7.5_sig_Per_SNC PST_x_10_sig_Per_SNC PST_y_10_sig_Per_SNC PST_x_12.5_sig_Per_SNC PST_y_12.5_sig_Per_SNC PST_x_15_sig_Per_SNC PST_y_15_sig_Per_SNC
0.024999999999999994 20622.511558470676 0.024999999999999994 20622.511558470676 0.024999999999999994 20622.511558470676 0.024999999999999994 20622.511558470676 0.024999999999999994 20622.511558470676 0.024999999999999994 27759.97018236922 0.024999999999999994 27259.458595026394 0.024999999999999994 26694.92281964873 0.024999999999999994 26619.865414490836 0.024999999999999994 26681.816814074584 0.024999999999999994 45230.47648086599 0.024999999999999994 44053.975465992866 0.024999999999999994 43822.51272626107 0.024999999999999994 43628.17381893531 0.024999999999999994 43373.82687748597
0.075 3363.9497948863573 0.075 3363.9497948863573 0.075 3363.9497948863573 0.075 3363.9497948863573 0.075 3363.9497948863573 0.075 2777.4125868588603 0.075 3127.381984542071 0.075 3109.5774248524635 0.075 3143.466374568337 0.075 3200.275215755022 0.075 6261.468256151876 0.075 6262.881098594732 0.075 6219.779864532197 0.075 6182.525923334462 0.075 6153.042717207506
0.125 2204.5256680609596 0.125 2204.5256680609596 0.125 2204.5256680609596 0.125 2204.5256680609596 0.125 2204.5256680609596 0.125 1948.0394694981815 0.125 2142.0580071390086 0.125 2142.380535500812 0.125 2153.886355829493 0.125 2187.494507417974 0.125 4618.454999455102 0.125 4596.728824408781 0.125 4563.032119154 0.125 4538.299147399392 0.125 4534.5087091928835
0.17500000000000002 1864.6725484660176 0.17500000000000002 1864.6725484660176 0.17500000000000002 1864.6725484660176 0.17500000000000002 1864.6725484660176 0.17500000000000002 1864.6725484660176 0.17500000000000002 1502.467679300466 0.17500000000000002 1666.3110776618353 0.17500000000000002 1652.6984837040832 0.17500000000000002 1656.2572355600673 0.17500000000000002 1681.94070665767 0.17500000000000002 3550.8712277841537 0.17500000000000002 3574.600061801756 0.17500000000000002 3548.188843237687 0.17500000000000002 3526.6322998602072 0.17500000000000002 3519.549008298095
0.225 1629.8709065401342 0.225 1629.8709065401342 0.225 1629.8709065401342 0.225 1629.8709065401342 0.225 1629.8709065401342 0.225 1367.8664227023394 0.225 1542.6909066270791 0.225 1546.97130687548 0.225 1554.7233918494112 0.225 1593.299885983523 0.225 2717.1081363574576 0.225 2733.953503504153 0.225 2712.876753271459 0.225 2695.639642112009 0.225 2688.8793436781175
0.275 1455.696797432859 0.275 1455.696797432859 0.275 1455.696797432859 0.275 1455.696797432859 0.275 1455.696797432859 0.275 1249.3802021706363 0.275 1395.21537206699 0.275 1403.8847566863703 0.275 1420.6976370598795 0.275 1438.5142555087916 0.275 2528.382700671273 0.275 2542.706456074101 0.275 2520.8296656931784 0.275 2503.37335767413 0.275 2489.5888099891504
0.32500000000000007 1322.6301161471158 0.32500000000000007 1322.6301161471158 0.32500000000000007 1322.6301161471158 0.32500000000000007 1322.6301161471158 0.32500000000000007 1322.6301161471158 0.32500000000000007 1182.2202496283 0.32500000000000007 1327.641289820203 0.32500000000000007 1316.020780168142 0.32500000000000007 1327.180540924039 0.32500000000000007 1354.5932797270643 0.32500000000000007 2366.0769600191484 0.32500000000000007 2399.1768245654084 0.32500000000000007 2380.818877128515 0.32500000000000007 2371.2496440747427 0.32500000000000007 2357.959461379871
0.375 1259.2425516989192 0.375 1259.2425516989192 0.375 1259.2425516989192 0.375 1259.2425516989192 0.375 1259.2425516989192 0.375 1109.4736732224737 0.375 1262.9981583840877 0.375 1236.4195863847938 0.375 1247.4099477787108 0.375 1262.6094250163978 0.375 2222.9222646071935 0.375 2225.826379812241 0.375 2203.267386721865 0.375 2191.0573479766263 0.375 2182.7959128785906
0.42500000000000004 1172.3214699023213 0.42500000000000004 1172.3214699023213 0.42500000000000004 1172.3214699023213 0.42500000000000004 1172.3214699023213 0.42500000000000004 1172.3214699023213 0.42500000000000004 1045.2522971113951 0.42500000000000004 1132.27338349402 0.42500000000000004 1123.730800234977 0.42500000000000004 1132.454695785052 0.42500000000000004 1151.116589803381 0.42500000000000004 2086.1205539886464 0.42500000000000004 2057.44350183678 0.42500000000000004 2041.085945652853 0.42500000000000004 2026.6000555545686 0.42500000000000004 2017.970514728348
0.475 1104.679995209476 0.475 1104.679995209476 0.475 1104.679995209476 0.475 1104.679995209476 0.475 1104.679995209476 0.475 1009.7701266435794 0.475 1128.5727604963922 0.475 1119.174256674927 0.475 1128.1303968813522 0.475 1161.9306728938159 0.475 1987.4913339498376 0.475 1996.9775882035838 0.475 1978.3585608012374 0.475 1968.7540911656772 0.475 1953.376843913523
